rating_review,review_full
4,"at Hanger bar of Holiday inn hotel,brings you to Aircraft old hanger area.with lot of ambiance and its props used or old Dials cluster and even and Aircraft Engine is used as a Table for customer to give a good experience of a plane hanger"
4,"We were tempted into the bar by a free drink coupon we had been given when we checked in. Nice place, cosy atmosphere, a little dark. Service was great, observant without being intrusive, leaving us alone when we wanted to be.  Went back the next day with several hours to kill. No pressure to get more drinks than we wanted. A very pleasant place to while away the hours before heading on out to the airport."
5,"I have visited this bar with my friends and I like this bar the interior is too much good it is specially a aircraft theme.....I like the place after sometime I have order for 2 cocktails Buddha in bliss and chiggy wiggy....too good name..nice taste served by Mr Pradeep after this when I ask who made this it is made by Mr Kapil .....I will come again this time I will try good cocktails and lehsuni jhinga,thanks kapil and pradeep"
5,Visited this place to meet and hangout with a few friends. The Hangar bar has a nice ambience along with good food and great service. We were served by Satya who was really nice. Will be back surely.
5,This is located inside Holiday Inn - Delhi Airport. They have variety of liquor and cocktails.. quite good in service and food is also awesome... don’t miss to visit if you’re staying in hotel..!!
5,A much needed break from all the indian we'd been eating. This place was delicious. Our server Vineet Anand was very nice and took good care of us!
5,"Excellent service by Pankaj and his colleagues,I appreciate each and everyone of NYC, extreme care of Guests.keep up, Radisson is one of my favourite rather best Hotel & restaurant I ever visited.All the best."
5,I had an extra special stay at the Radisson Blu thanks to the amazing service from Vineet Anand. Promote this guy to management! - Mike 
5,"HI it was a memorable experience at ORB with super service! Refreshing ambience,lovely music.. Thank you sourabh chandna for a great time ,such polite approach,100points.. Good food ! Keep it u"
5,It was a memorable experience at nyc with super service! Thank you sourabh chandna for a great time  Good food ! Keep it up
5,"Excelent staff, excelent breakfast. Good 10 points for all of them. Specially mr rishabh sharma, the super chef anand, Mr Nikil Varma. The restaurant manager. Miss Abigail. All of them soo professional. Good place to have a very good time. "
5,"Visited this place with my friends and family and we all loved it.  Our servers Binay, vashy and pushpa all of them were very polite and helpful.  Chef came to meet us and he told us their menu and we thoroughly enjoyed the food he served to us. Starting with dahi bhalla which was like a sponge rasgulla was a delicious dish. Then we had caviar Golgappas which were so good.  Golgappas stuffed with yogurt, served with caviar and meetha panni was a treat to eat. We also had soups which were absolutely perfect.  Also for main we had chicken leg with mashed Potatoes, lamb curry with sour dough bread. The chicken leg was cooked to perfection, it was so soft and good. I loved it. Also the lamb curry was so rich in flavour and good in taste.  For desserts we had ghevar with rabri and dark chocolate mousse. Both the desserts were amazing.  Overall  I loved the place and food was great.  Definitely worth trying.  I would recommend this place."
5,"Such a classy place it is! I was there for dinner with my family and I really enjoyed the food, ambience and service.  The service is top notch. Mr. Binay was the best of all, he knows everything and helped us alot in selecting food items and he was polite and friendly.  Food  Signature Dahi Bhalla - dahi bhalla with a texture of sponge rasgulla served with deep fried paan patta and yogurt. Highly recommended dish.  Caviar Golgappa- if you want to experience once in your lifetime then do try them out! Bhatti Murgh - oh man what a delicious dish it is! Do try it out. Perfectly cooked chicken and topped with coriander seeds. Perfectly spiced and cooked. Also we tried new Zealand fish with mashed Potatoes for our main course and it was absolutely amazing.  For desserts my top pick would be the dark chocolate mousse.  Also they have in house wine which is fantastic.  I had sparkling wine and it was good.  Overall  We had a wonderful experience over here and I would recommend it to all.  Cheers!"
5,Had  Kadai  paneer Millfille n mushroom rissoto awsome. Mr Binay suggested these n he served things very elegantly. Chef Jeetu make these dishes will come again enjoyed
5,"I love this place..this place is really awesome with nice green ambiance and you will se the different parts of an aircraft used for decoration inside it..they have Various kind of sitting arrangements and a separate smoking room as well..We ordered chicken Tikka, baby corn, fish, chicken seek kebabs and some wheat beer with it..taste was great..food service and quality was awesome..I would like to thanks Sandeep,Lalit, Varinder and Aditya for provide us fantabulous service and all..I would like to recommend this place thanks.."
5,Four days ago...visited this place to meet and hangout with a few friends.The Hangar bar has a nice ambience along with good food and great service.we were served by Santosh who was really nice.thks hangar team and Santosh.will be back surely.
5,We went to the the hangar bar we had a get together with our old friends. We had drink and food there. Santosh take and care very well. He is very nice in service n knowledge. We had a great time there.
5,"I’ve been coming to Holiday inn since March 2016. I’ve had such great service from Pradeep the GSA and I’m surprised he hasn’t been promoted or moved up in this company. After months go by and I come to stay this this person remembers my name, things I like, even my routine. Amazing person. "
5,"Great seevice offered by The Hangar, the guy Ravinder was very proffessional and wore a smile always. It was a great time!"
3,The martini wasn't available as no vermouth but they offered to make it wt white wine instead. Really!! The margarita was very bland and tasted like a watered down lemon squash. The kir royale was ok. Not a great find am afraid.
5,"The 24 Hours Coffee Shop at Radisson offers much more than a Coffee Shop. Not only that their buffet spreads are sumptuous & elaborate, their multi-cuisine a-la-carte menu offers a wide range of selections to chose from. To top it all, their Cheese-Cake & Coffee combo is nearest that can be tasted in India and near to NY taste (even Starbucks can not be close to it, at least as of now). That’s my favourite!!"
5,"Very good hospitality. Awesome service by Mr Pankaj and team Abin Vineet and all the live counter staffs. Very warm hearted staffs, specially Abigail, a hard working girl... always bring smile on everyone's face... keep the good work up... thanks a lot."
4,We went for the Buffet dinner end of August. We are regular visitor to Radisson mostly to the Thai restaurant but this time availed the buffet at NYC . We were surprised to see the live chaat section which is a recent addition . The food spread was excellent and well prepared with a variety of cuisine as well as spread. Staff is helpful and courteous. A must try
5,"The staff is very attentive and polite especially Bishal, he offers good services and being kind to people . Plurk is a great place to take your time , highly recommended."
5,"Visited Radisson blue for dinner with family, lovely ambience, delicious meal and very courteous staff especially Mr. Shivam Kaushik In dvar restaurant of Radisson blue. Thank you "
5,Excellent  Sushant served the best  Best music  Best receptionist  Very Warm welcome  Pleasant environment  Must visit this place once 
5,"This next post of mine is very close to my heart. There are 3 reasons for the same,the first one being that I covered it during my first visit back home (Dilli) after relocating to Finland.The second reason is that one of the meal that I ate here was on my birthday (I am getting younger by age by the way:D). Third and the most important reason is that a family took place here, which was extremely close to my heart.when We think about Big fat Indian weddings, the first thing that comes to our minds when We are hinted with the world class location is a 5-star hotel.that is exactly where this gastronomical sensation is located.with a view of aeroplanes buzzing by and reminding me again of having to catch a flight back soon, the hotel is located in an emerging location full of extravagant hotels.and people are amazing here they all are stand for you to assistance at every time.and how can i forget to say a big thank you to ""Saleem"" who took extra care of our high lighted guests."
5,"Excellent service by pushpa..we had good food.,great hospitality..ee eould like to come back at pluck.."
5,"Restaurant is awesome, foods are delicious,service are great as well.Binay and Ankitreally helps if you has any questions.really recommende."
5,"Manish Nadeem ,jaleesh Khan  Excellent customer service. Extremely satisfied with the way everything was handled .Food was excellent too."
5,We had good dining experience at pluck . Nadeem arranged nice food and ensure all sort of comfort during the whole time we spent .  Thanks 
5,The food at Pluck was great (although a little pricey). Really friendly staff (including our waiter Nadeem) who were willing to help out with personal choices on the menu. Overall a good experience.
5,"Excellent food and ambience, soothing music, and above all wonderful service. Would like to thank Shivam for his recommendations, and knowledge of all food items."
5,Excellent service by Shivam good keep it up. I am impressed with food and service. Good congratulations team..
4,"Very nice food and good service. Would love to visit again next week. Thanks to Chef Arjun and Shivam, our host."
5,"Please do visit this restaurant and must meet Shivam Kaushik, while he is only a waiter but would make you feel at home. Great work Shivam, all good wishes"
4,Nice food. Naveen is the chef. Music could be avoided. Shivam was a great host. Than you .. loved it
5,shivam kaushik is the best person ever served me in any restaurant in India and his way to talk is gentel and kind 
5,Good is good and service is also good it's best food Mr Amit Maurya and shivam are good in service songs are good
5,Naveen Chandra had a delicious biryani prepared for us and Shivam and Akshay had served with the best of the craft. Sajan as a captain saw to it that we enjoy the evening
5,Service was excellent..... Food was delicious....  Sushant and Amit ...  Live Indian music  Live kitchen  Hotel view was very beautiful... Chef name naveen. ... Kitchen manager... 
5,Nice restaurant good food special soup  Shivam kaushik was taking my table he was very excellent boy care table propely overall all staff was good
5,"Had read the reviews, knew it was supposed to be good, but was still positively surprised about both service and food. Only ordered one dish(3x lamb), which was great taste. This place could easily compete on a international level."
5,"This place deserves the rating more than 5. The best in class, best in service, best in quality and best in everything. The interior has been done so beautifully,, I personally felt so amazing as you can have the full panoramic view of the ""Pluck "".we went for breakfast, the buffet was nice lavish. The staff was too courteous and helpful specially Mr. Saleem"
4,Pluck at Pullman Hotel offers authentic dishes. Their food quality is amazing and the taste is really good. We have enjoyed going to the restaurant for our dinner.
4,Went for a Sunday Brunch with unlimited sparkling wine and hard liquor which is very reasonably priced. The ambience and food preparation was awesome courtesy Chef Ajay Anand. Recommended many friends to visit the same.
5,"The food is knock -your -socks off good.each dish has a twist ,,kafir lime tikka, sweet potato basket , citrus salad,and very nice one the confi duck.a slow method cooking making each flavor distinctly stand out . The service is courteous and attentive to one's needs.the beautiful abmiance and lovely music your outing seem magical . It was my parents anniversary and they were amazed .. Thanks to Saleem you did extra things to arranged kind of chef's sweet with candles at last minute ..Must visit soon ."
5,We stayed in Pullman Aerocity prior to our flight and I must say that their breakfast options and service is second to none. Saleem provided us with exceptional service during breakfast hour and he definitely made our stay so much more comfortable. Me and my family would like to personally express our gratitude to him for the excellent service quality he has provided :) will definitely come back to Pullman when we visit India again in the future. 
5,Great service given by Mr ANOOP and his team...Thanx to salim ajay devender and Nisha to make my visit memorable... I was impressed by the technology they guys are #Ipad menu I never seen this kind of Menu where I can found each information about food which I going to have... Overall amazing Hospitelty with great Ambiance...
5,"Has been to this restaurant many times, but the taste buds crave for more. Excellent hospitality by the staff. But the highlight is the menu and quality of food served. The Chef Naqvi ji is exceptional. Unke hath mein shafa hain ie He is God gifted ."
5,"After returning from a day starting at dawn in Agra and seeing the Taj Mahal at sunrise, a lifelong dream come true and an exceptional experience, thanks to Culture tours ..(see my review.) we returned to New Delhi, staying at the luxury Radisson Blu Hotel. To complete this memorable day we chose to be wined and dined at the Dvar restaurant by Chef Rajendra who personally went through the menu and recommended dishes best suited to our tastes. We loved the butter chicken dish but the lamb cooked tandoori style was the best we have had anywhere in the world and coming from Australia that really says it all. Melt in your mouth delicious.. the team were very helpful and chatty and the service exceptional.. a great way to end a superlative Indian experience."
5,Binay did an awesome job.. in serving me a good complimentary breakfast although I was a late comer.. thank you Binay once again
5,The ambience was very peaceful and the hospitality was superb. Thank you for the lovely experience. Attendant Supreet was so kind and loving. Me and my friend had the best breakfast.
5,The food was amazing. Great ambience and hospitality. Would like to visit again. Will definitely recommend it to friends and family. Great service provided by Pushpa and Vinay.
5,The plunk offers great quality dining experience with class in food choices and available options. A must visit.
5,Food was very awesome.. thanks shivam for the good hospitality.. very nice person he talking very polite dvar restaurant us nice place for dinner great hotel thanx for again shivam all good here i want to visit again here.Food is very awesome. people were great. Thanx
4,Shivam is one of the best person who know what people like when they want on best in dinner he knows how to attend people accordind to there demand .
5,"Awesome food, nice Ambience and superb service by staff Shivam Kaushik. liked the place  Thank you guys......................."
5,"I was came here for Dinner with my wife and food was very delicious and service was fabulous I would to thanks to Shivam, Amit, Jyoti, Sajan, Sushant, Akshay and chef Arjun for making our night memorable.. I will definitely come again with my family . Ambience of the restaurant was very nice and live singing made our night very special. Specially thanks to Shivam Kaushik for the recommendation."
5,Very cost restaurant with great live music around. Thanks Akshay for the service. Staff is very generous. 
5,I was came here for dinner with my wife..great experience and service as well. Would like to thank Akshay Shivam Jyoti and Amit  for amazing experience.  Keep it up
5,"The food was amazing. I ordered a dal makhani and ambersari kadhai paneer. It was delectable. Shivam kaushik acted as an amazing host. Extremely congenial and responsive. In all, a beautiful experience."
5,I was come in dvar restaurant food is very good but service was ameging special Shivam kaushik he was properly take me great person
5,"We were visiting this place since we heared so many reviews about it .and indeed it is a truth that pluck is one of the best fine dine restaurant in aerocity so far i have visited to eat fusion food .  The staff are really attentive and caring to their customer .the warmth and friendlyness is really genuine since our first conversation ,and this is what i feel the truth hospitality .and most important is about the food arts and taste ,even signature dishes mulligatwani soup , paneer involtini , rasmalai parfait which are amazing .and my conversation is not complete without say thank you to their team member named Saleem, sunil you were extra kind nature that things makes me more comfortabe during my dine on x- mas brunch ..."
5,"I love this place and food, the concept here is farm to table. Mean fresh food is served. I tried "" Tomato consommé "" is more than just a soup, it is a clear broth bursting with flavors from the sweet, summer tomatoes and herbs. and the executive lunch is perfect if you are there for meeting. try this out. the style plating is nice."
5,"The food was very good and the staff (Saleem) very professional and friendly! We will be happy to come back. It’s not the usual restaurant close to the airport, but a very nice place. Don’t exhitate to have dinner here!"
5,"We had our X-Mas Get together on 24th Brunch. Our first visit. Must say that tho place is fantastic. We were well received as we booked through Easy Diner and led to the table. Well lit and decorated for X-Mas. We were taken care by Devendra who made it sure that we do not fall short of his hospitality and service. Now for the food there is so much of variety. Most of the signature dishes are prepared in front of you with whatever ingredients you want in them. Difficult to remember the names of the dishes but they were excellent in taste. Salmon, prawns, chicken dishes were well cooked and tasty. Though the traditional Indian dishes were there but the innovative ones scored the day. No disappointment for vegetarians. There is plenty to eat. Had excellent drinks which our server kept filling our glass. We were not able to taste most of the dishes therefore we are going to visit this place again and again. Highly Recommended."
5,One of the best experience with my family on my first Visit to aerocity pullman. I have come across with one of the server in the restaurant named saleem who take care of everything which i needed to make my day. The food was fabulous and saleem has served with the full etiquette. Which i like the most. The best dish i like here is golgappa. I will definitely visit this place again because of nice hospitality and fabulous food.
5,Well are very happy at Pullman And pluck Isckon Very nice theame as well breakfast ‘I would like today thank to Mr.saleem for good breakfast and take careful of us.thank you So much 
5,"We really enjoyed our supper at Pluck when we had an overnight stay at the hotel. We had Indian food and thought it was of a very high quality at a reasonable price. The service was excellent and our waiter, Mayank was very attentive and helpful. The ambience of the restaurant isn't great - feels a bit like an upmarket cafeteria - but it didn't detract from our meal. Would happily return on our next trip to Delhi"
5,"Modern European and Indian Cuisine served at its best! Appealing presentation of flavoursome food. This restaurant was a welcome break from all the others Ive been to! Coupled with great service it was a complete value for money experience. The rich Parmesan burnt garlic soup was packed with flavour and the golgappa caviar was a delight for all - the caviar was superb! The kaffir lime paneer tikka was well plated and was yummy as well! We were around 8 of us and tried a lot from their menu and everything was delectable! The server was very helpful in helping us order the right amount of food and did not push for over ordering at all. Nice ambience , very spread out and not closely packed. I loved every bit of it and am looking to go back soon again!"
5,"We were planning for a good fine dining restaurant. Went in search engine of TripAdvisor and reviews of this restaurant were pretty good. Our experience was also very pleasant with great food, service and music was dynamic."
5,"Known for its Authentic North Indian and mughlai cuisine, Dvar is a traditional Indian restaurant where you will have a remarkable Experience of North India. North Indian cuisine is famous for its spices and unique flavours, and its culture of treating the guests with all the love. This is what you are going to get here in this restaurant. This was one of the best restro we ever had a visit. Special thanks to simran "
5,Staying in radisson hotel and dined in dvar which was very nice. Perfect place for feink and dining which serves great food. Superb fantastic and splendid with the whole experience.
5,Bhupender Rawat from Dvar is a star of this restaurant as his service is mind blowing and he serves his heart out. Extremely delighted and happy to have a dinner with my close friends and family in this quite a great restaurant at DWARKA will definitely visiting again sooooon
5,We always try to visit once when are in the city. Just to have cooker ka kukkad. And the hospitality is pretty good
5,"The food, ambience and the live music really covers for the little overpriced menu. The liquor menu also stands out, haven't been to many restaurants which have such variety of scotch."
5,"Excellenct food , service , got lovely experience ,like paan was totally different , Felt great, ppls like very attentive , chef Rajendra ,naveen ,anoop "
5,Dvar restaurant has an excellent spread of food. Very tasty Food. Chef Rajinder Singh has a great talent in preparing food. Love to visit again.
5,"Chef Rajendra Singh’s Paneer Nazakat is a fascinating take on the classic paneer dish in the North Indian cuisine; he transformed it into a delicacy worthy of savoring on your special day or any other day in fact. Server Anup Singh is my man, he made our night mesmerizing and is at par with the best of the international waiters; he makes you feel humbled and he welcomes you with warmth and always add a personal touch"
5,Chef Rajendra was a true delight with fantastic food. And my waiter Bhupender was super nice and funny and it was a real pleasure. Chef made me a special authentic dessert Nimbu ki khwer which is one of his many specialties. It tasted Devine. A real delight to host visit this restaurant. Fantastic food and nice people
5,I usually do not write reviews but trust me NYC is a really good restaurant to celebrate your special day. The buffet was so delicious and huge variety of dishes. Rogan josh was our fav. Must restaurant to visit . And F& B staff was so humble and polite and they have a really good knowledge about their menu. I remember sagar Suri served and other staff members suggested us really nice dishes and wine to go with our dishes . I will definitely give a thumps up
3,"The ambience was weary, the food smells were ever pervading. We had a group of 4 including the two of us and food was average, With the kind of reputation that ACCOR Hotels have they could do better."
5,Amazing service and my daughter could never get enough of macaroons and milkshake. Thai red curry is just yummy and full of flavour. 
5,I wonder why they don't have lesure enter or any activity may help  Or arrange trip to many places I like foods healthy and safe Close swimming pool Yoga center is jecousy center Message 
5,"This restaurant in Pullman hotel, aerocity has experimental food serving interesting contemporary Indian and lovely Modern European cuisine.The ambiance is lovely and hostess Archana served beautifully. Pluck is a Must visit."
5,Good advices by Bhupinder Rawat. It was surprised of us to cut the cake on our 4th Anniversary. Amazing service.....
5,"I really liked the Ambience of the restaurant. When I stepped in, there was live music which made by evening more memorable. And most important, the food was mouth licking and tastilicious"
5,The food and service goes hand in hand with this restaurant named as dvar at Radisson hotel. The menu is extensive and the quality is well maintained all the times. Special mention about Chef Naqvi and Bhupender did a marvellous job serving us.
5,Highly recommendable restaurant especially staff and food made by chef naqvi was awesome. Bhupender rewards was very caring and friendly. Manager Aniket was very polite and courteous. Overall a fantastic place with beautiful people serving you by heart....
5,"Nice food , Naveen is soft nature and scervices and I likes aging come here . All scervice are great and gorgeous ♥️♥️♥️"
5,The food was amazing and service was over whelming. Amazing service by Mr. bhupender and Chef rajendra gave us amazing lemon kheer. Amazing experience
5,Great food with extremely prompt service Dal makhani was simply fabulous Bhupendra and chef Rajendra you guys are gems of the restaurant will definitely visit soon.
5,Chef Rajendra Negi and Upendra made our get together a time to remember. Great food and excellent service by Bhupinder Rawat.Five stars to both of them.
4,During my trip to india someone recommended me to go to NYC in Radisson. I went there with my husband. The food was amazing and vibrant. There were so much variiety to choose from and moreover the ambience was so cozy and the servers were helpful as well. Will definitely recommend this to our family and friends and we will also visit again in our next trip.
5,Food and service very excellent Amazing food amazing service. All thanks to Sumit for his eagerness to delight at every moment. Thanks a lot really great.
5,We were there for dinner buffet to celebrate my friends birthday...  And it's was wonderful  Live snacks counter was mouth watering  We loved chaat counter  We requested for special dish... butter chicken and your staff name Ajay arranged for us...  Really appreciate  Nice view from tables
5,Wnat to say thank you to entire NYC team for world best hospitality..... Came for Sunday breakfast.. in busy time team was good in service .... Spacelly thanks to ajay and team  Best choice of food
5,Amazing food amazing service specially Rogan josh is fantastic  All thanks to Sumit for his eagerness to delight at every moment. Thanks a lot really great.
5,"We spent several days at Radisson and had most of our meals at NYC. The is a large variety of veg and non-veg choices. All the staff are welcoming, pleasant, attentive to make your visit a great experience. Our last day before heading home to USA we were taken care of by Rajneesh, Sumit, Sugar and Radma who are all excellent in what they do."
5,Ohhhhh..... No word to say anything about food... It's really very tasty and pocket friendly buffet rates .The ambiance is beautiful and the server Deepak was very supportive and helpful. 
5,I have visited the hotel with my family had dinner it was superb finger licking delicious food as well the varieties served both indian and international cuisine. As the part of service the manager mr. Amar singh ji what a classic person he is truly professional person manage things up to the mark my best regards and wishes with him . Keep this spirit always on.
5,We came first time in this restaurant for dinner . And we choose buffet option and it's was awesam....And Food was very tasty. All of your staff was excellent...they help me lot for choosing buffet .And awesom ambiance ......definately we will be visit again .......
5,"Great service in Quoin bar Aerocity , good ambience recommended for having drinks in 24/7 bar amazing."
5,I have been to novotel quoin bar i like the concept of cocktail forgoten onces radhey made a La fizz which which was awesome
5,Last month we had a small get together with all old friend ~we visited to bar called quoin we got a lovely host for the evening she's just great she suggested us a drinks and food it was perfect paired.!!! Also she's was very helpful and polit.  Thank you Lucy for made our evening perfect 
5,Great experience. I visited Quion bar and found it very lively.Mr.Surendra Singh Gusain in the bar is very energetic and efficient.He is very good in his work. I am very impressed with his efficiency. I wish him all the best in future.
5,"I had been to quoin the staff was nice and food too we enjoyed music and we have been to many bar but quoin concept is very good thanks to Radhey ,Aman and gaurav who was very kind thanks guys ."
3,"Quoin is above average for a airport hotel venue. It is located in the Pullman/ Novotel Aerocity complex about 5 minutes from Delhi’s International Airport.  As is typical with India, the food is prepared to a good standard, but service lacking. 20 minutes passed prior to appetizer being served, and 30 min+ to get the bill.  In the end I had to approach the bartender and ask he fetch our server. It is what it is.. For Delhi, it’s good enough."
5,"Very very nice experience, the food and drinks were spectacular. Will surly visit again. And I will recommend this to everyone."
5,It was a beautiful experience for me as I was new in this city. The hospitality made by Chon makes me comfortable and I had spend time here which has a beautiful environment as well as a phenomenal way of service provided by Chon. I hope & planning to visit soon.
5,"Wonderful bar, Amazing service staff, prices very decent.Vavierty of food,Lovely Filter Coffee,Thank You Novotel Airocity delhi.great job done by Suraj Subba."
5,I had a great time at quoin bar amazing vibe. twenty four hour open in delhi .suraj serve us very well.will come again n again
5,"Amazing drinks enjoyable thanks to Suraj , devendre thanks to u ... Thanku Suraj  Awesome cocktails jungle bird, revolver , tropican highball.."
5,Thank you so much Chon for your great service and so attentive with a pleasant smile and so helpful appreciate keep it up highly recommended we'll love to visit soon
5,It’s was An pleasant evening for us to grabbed a couple of drink which she suggested us and also she was very polite n very professional thank you Lucy.!
5,"It was a really good experience to be in that bar right behind the lobby. Altough the lobby people were grumpy, when you go to Quoin bar you will be surprised how Lucy and Khushboo welcomes you with their warm hearts and beautiful smiley faces.. Having a small chat with them worth to be that cozy place..."
5,"We stayed in novotel for 2nd time and this time my and brother had a great time in the bar “Thanks to The girls Lucy,Phub Bar staff very good with the services i really appriciated very Kind very professional with special name khusboo her work and the quoin bar we love the environment and all staff were appriciated and we enjoyed our evening and Had Great time thank you Girls."
5,"I spent a couple hours after dinner in a bar and had a great experience. The bar is nice and clean, people are so friendly, especially barmen Vaibhy. Highly suggesting for evening drink!"
5,"Great drinks, great service. Highly recommended! Vaibhav was great! We had a large group and had a blast. They let us play our music on their speakers."
5,"khushboo she is a very nice person , very good waitrress and friendly to everybody. Also Amazing bar."
5,Great time with Lucy ......!!!! Amazing hospitality by profession ...!!  Thanks for Applause Service...*!!!
5,Great service and mouth watering food .!! You can even enjoy your live match screening or any type of live sports with your family or friends.!!! Thank you Lucy for your great efforts.
4,We had a variety of delicious curries. Binay was very informative and helped us decide what to order. He was very attentive throughout the evening and made sure all our needs were met
5,Really good food. Great variety of food. And excellent service by Binay and all the staff. Friendly staff.
5,We had lgreet breakfast in click restaurant .Special thanks to all hotel staff . Specially thanks to pushpa rita rohit and mr nadeem khan.
5,"We enjoyed the buffet breakfast here and found it fair to midling. The food, juices and smoothies have been preserved with the natural taste and have all natural ingredients. You will feel as if you are eating/driniking it fresh from the nature. Vanilla muffin is perfect. Mr. Nadeem has been helpful to us. Nice ambience !!! Healthy Food, Always"
4,"It was my 1st visit in Pluck for Brunch. it was Fathers day and there was offer for free brunch for fathers accompanied by children So we availed that. The cafe is spread out in large area and the buffet spread has more than 50 dishes and was spread section wise. As usual its tiring to get up every time for picking the food from counters. Generally in such Hotels starters are served on the table. Here also when I was waiting in the counter, I was told that it will be served on table which took considerable time and it causes break in the flow. more over the tables re too small for four. If you are eating something and your next order arrives there is hardly any space to keep the plate. They have done it for making space for more people. They have live grill section and which is best among all. The chef was grilling everything so nicely. But hardly any exotic fish, all very common one which is not expected. Sushis were extremely well done both veg non veg but very limited variety. Dimsum very good. Tawa mutton and Tawa paneer were good. They have pani puris, bhalla papri ok ok kind. Chole bhature good. Indian section they had common mains like dal makni, paneer, chicken in white curry. I did not try any of them. In Chinese noodles, rice, veggies were good nothing extra ordinary. But Kudos to the Continental section. From Brinjal to Pork Belly, each dishes were very well done. Jerk chicken, was too good. Live pasta section was very interesting. Ravioli pastas and canolini, both were cooked so well. They had beautifully decorated continental bread and dessert section which had varieties of interesting breads and pastries but frankly they were treat to the eyes not to your tongue. But thumps up to Indian sweets spread. All were too good. In fruit section they were making fresh fruit juices which were really good. Cut fruit bowl was disappointing. Had expected all the fruits in small quantities and I had specified for that also but there were only lots of safeda mangoes, peaches and pear. No pineapple, lichies, plum not even the melons. It was already 3 pm. But wanted to have hot beverages. However, the attendants were nice and served us tea. However, they did not have jasmine tea in store.  Any ways because it was a celebration day we enjoyed ourselves. But definitely, I found it overpriced as per the food they serve."
5,Dwarka Radisson has this good Indian restraunt called dvar. They have a great menu and ambiance. Our service staff Shivam was really pleasant. The food quality was great. 
5,I was here for Business. The hotel And this restaurant really really good. Especially Pushpa And Amit was very helpful And friendly:)) I give them 10 ⭐️
5,We went for dinner at Pluck. Amazing ambience with amazing food and services. We ordered for tortellini pasta and 3mushroom risotto which was outstanding. Especially thanks these two boys Anoop & Mayank both guys are friendly and attentive. Must visit... 
5,Dvar is the best place located at Radisson. Sevice by Bhupender is just perfect. Chef Naqvi did a wonderful job interms of food preparation. Totally amazing place with amazing people. And plus they have great Live music as well.
5,I liked the really local and good food of India here. Shivam is a good server. Friendly and recommendations from him are good. I would recommend it and him. Also live music.
5,Family dinner can say a get together at Dvar restaurant was totally amazing. Food at its best. Service was quick and friendly. Music was great and it totally adds the content of all the visit. Beautifully designed restaurant which serves you good food while listening to nice Indian music.
5,This dining place is in Pullman Hotel Aerocity. Visited there on my anniversary. Decor is beautiful and staff is friendly and helpful. Food is delicious and presentation of food is top notch. They have some very nice mocktails on their menu. They did serve us with a complimentary dessert as well being our anniversary. Care to details is what is overwhelming. Worth visiting indeed! 
5,"One of the best hotels in the airport vicinity. Amazing service, superb hospitality, smooth check in. The breakfast is lavish as well - good way to start your day. Spl mention to Binay and his team. Will be my preferred choice when I have to stay near the airport in DEL."
5,"Food, service,Binay, clean it is great experience in pluck for breakfast .binay is good server. And chef Aditya was made awesome pan cake"
3,The breakfast was good but little more maintenance was required because of houseflies in breakfast . Else service is excellent as well as food.
5,"This is my 4th visititation in delhi~ I like this hotel, especially kind staff.  Thank you, pushpa~ ^^"
5,"We had a wonderful meal with our family at this restaurant. We had their butter chicken, daal and biryani which were all superb. In their continental, we tried the duck witch was a welcome surprise.  The service here is also exceptional, with our server Binay being exceptionally courteous, welcoming and accommodating to our requests. Will definitely be visiting again soon. "
5,Great food served at dvar. The staff is very certious and helpful. Shivam kaushik was exceptional. Will visit again.
5,Have a great time in Dvar. Enjoyed our meal. Gud good nd his service. Ambience is also gud. Shivam kaushik who attended us service nice.
5,"Food was awesome specially cooker ka kukkad. The starter was also good ""Surgh murgh tikka. Shivam kaushik attend nicely."
5,Shivam Kaushik provide excellent service and was very knowledgable and attentive. The food was outstanding and was a very peaceful and relaxing restaurant. Highly recommended!
4,"Nice ambience and good food with live ghazal. A special thanks to sudhanshu bahuguna, akshay and abhishek for the services"
5,"Service was excellent, made our outing an experience. Food whatever we ordered was outstanding Cheers"
5,It was amazing :) really delicious breakfast!! Binay was also kind and friendly! I really satisfied!
5,I am really satisfied all the foods and very good staff to hospitalised all the guest.spacial thanks to mr nadeem biney veeru and jaleesh khan Thank you very much for this
5,Really good service and on time. Loved it spaciest thanks to me Nadeem who take care our table. Thanks to everyone.
5,Visited the restaurant pluck. The food was good. Service by Nadeem is awesome and responsive. The soup was particularly good.
5,Had a gastronomic dinner at Pluck on 13Feb. I would recommend Mushroom Risotto to everyone- tastiest soup I have had . I would like to thank Mr Anand and Mr Anoop who were very kind and helpful.
5,Very excellent diner and nice staff. Snigdha was very professional and she attends us very kindly I will come back in this restaurant.  I recommend mushrooms risotto. 
5,"Excellent and creative contemporary Indian dishes enhanced by the professional and personalized attention by Saleem. No matter if you have dinner or breakfast, the food quality and detailed service is great. "
5,Pluck is a Resturant which I love to go again and again. Food there is awesome with a whole variety of choices and a spread of food which makes u greedy. The Sunday brunches are different every Sunday and surprise u with what all u have been missing on ur food table. If u haven’t eaten at pluck u haven’t eaten good food. Staff is wonderful and hospitable really take good care if you. If ur a foodie u better go to pluck.
5,Had lunch & ordered the chicken dum briyani. Meal was really delicious & the portion plenty. Service experienced is very nice. Special shout out for mr. Saleem & mr. Devender for their professionalism & courteous service. Definitely will come & dine here again. 
